benchmark,null_auc,null_family
aggregate_stock_mean_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,1.0,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.85,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.85,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.95,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.9,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_mean_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.15,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.2,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.1,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.2,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.15,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.2,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.0,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.2,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.1,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.05,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.15,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.2,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,1.0,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.85,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.9,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.3,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.85,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.25,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.9,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.85,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.95,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.6,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.35,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.8,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.5,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.65,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.75,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.4,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.7,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.45,exact_target_label_permutation
aggregate_stock_max_abs_pct_change,0.55,exact_target_label_permutation
